1, 2
2, 1
2, 3
2, 4
3, 2
3, 4
3, 7
4, 2
4, 3
4, 7
5, 6
5, 8
5, 9
6, 5
6, 8
6, 9
6, 10
7, 3
7, 4
7, 11
8, 5
8, 6
8, 9
8, 12
9, 5
9, 6
9, 8
9, 10
9, 12
10, 6
10, 9
10, 13
11, 7
12, 8
12, 9
13, 10
13, 14
13, 16
14, 13
14, 16
16, 13
16, 14
16, 18
16, 19
17, 20
18, 16
18, 21
19, 16
19, 21
19, 22
20, 17
20, 23
21, 18
21, 19
21, 22
21, 26
22, 19
22, 21
22, 26
23, 20
23, 27
24, 25
24, 29
25, 24
25, 29
26, 21
26, 22
26, 30
27, 23
27, 28
27, 31
28, 27
28, 31
28, 32
29, 24
29, 25
29, 33
29, 36
30, 26
30, 33
30, 34
30, 35
31, 27
31, 28
31, 32
31, 37
32, 28
32, 31
32, 37
32, 38
33, 29
33, 30
33, 34
33, 39
34, 30
34, 33
34, 35
34, 39
35, 30
35, 34
35, 39
36, 29
36, 38
37, 31
37, 32
38, 32
38, 36
38, 40
39, 33
39, 34
39, 35
39, 42
39, 43
40, 38
40, 41
41, 40
41, 44
42, 39
42, 43
42, 44
42, 45
42, 46
43, 39
43, 42
43, 45
43, 46
43, 47
44, 41
44, 42
44, 45
44, 48
44, 49
44, 52
45, 42
45, 43
45, 44
45, 46
45, 48
45, 49
46, 42
46, 43
46, 45
46, 47
46, 49
46, 53
47, 43
47, 46
47, 50
47, 53
48, 44
48, 45
48, 49
48, 52
48, 58
49, 44
49, 45
49, 46
49, 48
50, 47
50, 53
50, 56
50, 57
51, 52
51, 55
51, 58
52, 44
52, 48
52, 51
52, 55
52, 58
53, 46
53, 47
53, 50
53, 56
53, 57
54, 65
54, 66
55, 51
55, 52
55, 58
55, 59
55, 60
55, 67
56, 50
56, 53
56, 57
56, 61
56, 62
57, 50
57, 53
57, 56
57, 62
58, 48
58, 51
58, 52
58, 55
58, 60
58, 67
59, 55
59, 66
59, 67
59, 74
59, 88
60, 55
60, 58
60, 67
60, 69
61, 56
61, 62
61, 68
61, 70
61, 89
61, 90
62, 56
62, 57
62, 61
62, 70
62, 90
63, 64
63, 83
63, 84
63, 85
64, 63
64, 65
64, 84
64, 85
64, 86
65, 54
65, 64
65, 85
65, 86
65, 87
66, 54
66, 59
66, 74
66, 87
66, 88
67, 55
67, 58
67, 59
67, 60
67, 88
68, 61
68, 69
68, 89
68, 90
69, 60
69, 68
69, 89
69, 112
69, 113
69, 114
70, 61
70, 62
70, 90
70, 115
71, 72
71, 82
71, 100
71, 101
71, 102
72, 71
72, 73
72, 101
72, 102
72, 103
73, 72
73, 102
73, 103
73, 104
74, 59
74, 66
74, 87
74, 88
74, 109
74, 110
74, 111
75, 76
75, 93
75, 94
75, 95
76, 75
76, 77
76, 94
76, 95
76, 96
77, 76
77, 78
77, 91
77, 95
77, 96
78, 77
78, 79
78, 91
78, 96
78, 97
79, 78
79, 80
79, 91
79, 97
79, 98
80, 79
80, 81
80, 97
80, 98
80, 99
81, 80
81, 82
81, 98
81, 99
81, 100
82, 71
82, 81
82, 99
82, 100
82, 101
83, 63
83, 84
83, 104
83, 105
83, 106
84, 63
84, 64
84, 83
84, 85
84, 105
84, 106
84, 107
85, 63
85, 64
85, 65
85, 84
85, 86
85, 106
85, 107
85, 108
86, 64
86, 65
86, 85
86, 87
86, 107
86, 108
86, 109
87, 65
87, 66
87, 74
87, 86
87, 108
87, 109
87, 110
88, 59
88, 66
88, 67
88, 74
88, 110
88, 111
89, 61
89, 68
89, 69
89, 90
89, 113
89, 114
89, 115
90, 61
90, 62
90, 68
90, 70
90, 89
90, 114
90, 115
91, 77
91, 78
91, 79
91, 96
91, 97
91, 122
91, 123
91, 124
92, 93
92, 118
92, 119
93, 75
93, 92
93, 94
93, 118
93, 119
93, 120
94, 75
94, 76
94, 93
94, 95
94, 119
94, 120
94, 121
95, 75
95, 76
95, 77
95, 94
95, 96
95, 120
95, 121
95, 122
96, 76
96, 77
96, 78
96, 91
96, 95
96, 121
96, 122
96, 123
97, 78
97, 79
97, 80
97, 91
97, 98
97, 123
97, 124
97, 125
98, 79
98, 80
98, 81
98, 97
98, 99
98, 124
98, 125
98, 126
99, 80
99, 81
99, 82
99, 98
99, 100
99, 125
99, 126
99, 127
100, 71
100, 81
100, 82
100, 99
100, 101
100, 126
100, 127
100, 128
101, 71
101, 72
101, 82
101, 100
101, 102
101, 127
101, 128
101, 129
102, 71
102, 72
102, 73
102, 101
102, 103
102, 128
102, 129
102, 130
103, 72
103, 73
103, 102
103, 104
103, 117
103, 129
103, 130
104, 73
104, 83
104, 103
104, 105
104, 117
104, 130
104, 131
105, 83
105, 84
105, 104
105, 106
105, 117
105, 131
105, 132
106, 83
106, 84
106, 85
106, 105
106, 107
106, 131
106, 132
106, 133
107, 84
107, 85
107, 86
107, 106
107, 108
107, 132
107, 133
107, 134
108, 85
108, 86
108, 87
108, 107
108, 109
108, 133
108, 134
109, 74
109, 86
109, 87
109, 108
109, 110
109, 134
109, 135
110, 74
110, 87
110, 88
110, 109
110, 111
110, 116
110, 135
111, 74
111, 88
111, 110
111, 116
111, 135
112, 69
112, 113
112, 136
113, 69
113, 89
113, 112
113, 114
113, 136
113, 137
114, 69
114, 89
114, 90
114, 113
114, 115
114, 136
114, 137
114, 138
115, 70
115, 89
115, 90
115, 114
115, 137
115, 138
116, 110
116, 111
116, 135
116, 150
116, 151
116, 157
117, 103
117, 104
117, 105
117, 130
117, 131
117, 143
117, 144
117, 145
118, 92
118, 93
118, 119
118, 153
118, 154
119, 92
119, 93
119, 94
119, 118
119, 120
119, 139
119, 153
119, 154
120, 93
120, 94
120, 95
120, 119
120, 121
120, 139
120, 140
120, 154
121, 94
121, 95
121, 96
121, 120
121, 122
121, 139
121, 140
122, 91
122, 95
122, 96
122, 121
122, 123
122, 140
123, 91
123, 96
123, 97
123, 122
123, 124
124, 91
124, 97
124, 98
124, 123
124, 125
125, 97
125, 98
125, 99
125, 124
125, 126
125, 155
126, 98
126, 99
126, 100
126, 125
126, 127
126, 155
126, 156
127, 99
127, 100
127, 101
127, 126
127, 128
127, 141
127, 155
127, 156
128, 100
128, 101
128, 102
128, 127
128, 129
128, 141
128, 142
128, 156
129, 101
129, 102
129, 103
129, 128
129, 130
129, 141
129, 142
129, 143
130, 102
130, 103
130, 104
130, 117
130, 129
130, 142
130, 143
130, 144
131, 104
131, 105
131, 106
131, 117
131, 132
131, 144
131, 145
131, 146
132, 105
132, 106
132, 107
132, 131
132, 133
132, 145
132, 146
132, 147
133, 106
133, 107
133, 108
133, 132
133, 134
133, 146
133, 147
133, 148
134, 107
134, 108
134, 109
134, 133
134, 147
134, 148
134, 149
135, 109
135, 110
135, 111
135, 116
135, 149
135, 150
135, 151
136, 112
136, 113
136, 114
136, 137
136, 152
137, 113
137, 114
137, 115
137, 136
137, 138
137, 152
138, 114
138, 115
138, 137
139, 119
139, 120
139, 121
139, 140
139, 154
140, 120
140, 121
140, 122
140, 139
141, 127
141, 128
141, 129
141, 142
141, 156
141, 160
141, 161
142, 128
142, 129
142, 130
142, 141
142, 143
142, 161
142, 162
143, 117
143, 129
143, 130
143, 142
143, 144
143, 161
143, 162
143, 163
144, 117
144, 130
144, 131
144, 143
144, 145
144, 162
144, 163
144, 164
145, 117
145, 131
145, 132
145, 144
145, 146
145, 163
145, 164
145, 165
146, 131
146, 132
146, 133
146, 145
146, 147
146, 164
146, 165
146, 166
147, 132
147, 133
147, 134
147, 146
147, 148
147, 165
147, 166
147, 167
148, 133
148, 134
148, 147
148, 149
148, 166
148, 167
149, 134
149, 135
149, 148
149, 150
149, 159
149, 167
150, 116
150, 135
150, 149
150, 151
150, 159
150, 168
151, 116
151, 135
151, 150
151, 157
151, 158
151, 159
151, 168
152, 136
152, 137
152, 169
153, 118
153, 119
153, 154
154, 118
154, 119
154, 120
154, 139
154, 153
155, 125
155, 126
155, 127
155, 156
155, 160
156, 126
156, 127
156, 128
156, 141
156, 155
156, 160
157, 116
157, 151
157, 158
157, 168
157, 169
158, 151
158, 157
158, 168
158, 169
158, 170
158, 177
159, 149
159, 150
159, 151
159, 168
159, 175
159, 176
159, 177
160, 141
160, 155
160, 156
161, 141
161, 142
161, 143
161, 162
161, 171
161, 172
162, 142
162, 143
162, 144
162, 161
162, 163
162, 171
162, 172
162, 173
163, 143
163, 144
163, 145
163, 162
163, 164
163, 172
163, 173
164, 144
164, 145
164, 146
164, 163
164, 165
164, 173
165, 145
165, 146
165, 147
165, 164
165, 166
165, 174
166, 146
166, 147
166, 148
166, 165
166, 167
166, 174
167, 147
167, 148
167, 149
167, 166
167, 174
167, 175
168, 150
168, 151
168, 157
168, 158
168, 159
168, 170
168, 176
168, 177
